StateAbbr,CityName,UniqueID,CityFIPS,TractFIPS,Data_Value,Population2010,Lat,Lon,Walk Score
CA,Los Angeles,0644000-06037229410,644000,6037229410,38.6,3343,33.9922359428,-118.269561825,68
CA,Los Angeles,0644000-06037109800,644000,6037109800,23.0,4565,34.2537114493,-118.481597345,52
CA,Fresno,0627000-06019004216,627000,6019004216,26.1,2629,36.841804595,-119.910772515,28
CA,Santa Rosa,0670098-06097152203,670098,6097152203,21.2,3527,38.4483380814,-122.70703547,86
CA,Los Angeles,0644000-06037220000,644000,6037220000,34.7,5345,34.0278406848,-118.340192784,84
CA,Los Angeles,0644000-06037131600,644000,6037131600,24.0,5494,34.214265035,-118.553369754,57
CA,Los Angeles,0644000-06037218600,644000,6037218600,31.5,3142,34.037185241,-118.342741218,73
CA,Fresno,0627000-06019003004,627000,6019003004,28.3,994,36.7463214762,-119.708328404,22
CA,Los Angeles,0644000-06037115404,644000,6037115404,29.3,2913,34.2253009477,-118.541322331,60
CA,Napa,0650258-06055200400,650258,6055200400,23.5,3328,38.3068789653,-122.270278315,44
CA,Costa Mesa,0616532-06059063805,616532,6059063805,21.2,2415,33.6899397167,-117.930208987,31
CA,Los Angeles,0644000-06037123205,644000,6037123205,31.6,2645,34.1945636664,-118.38356143,75
CA,Escondido,0622804-06073020209,622804,6073020209,27.0,4748,33.1383261232,-117.047602818,71
CA,Orange,0653980-06059075604,653980,6059075604,16.7,2605,33.788583124,-117.781311418,14
CA,Santa Clara,0669084-06085505001,669084,6085505001,15.3,9741,37.4003037237,-121.971212443,38
CA,Hayward,0633000-06001436602,633000,6001436602,25.1,4571,37.6518300646,-122.085181722,55
CA,Chino,0613210-06071000107,613210,6071000107,21.4,621,33.9882560659,-117.718352283,62
CA,Victorville,0682590-06071009912,682590,6071009912,31.3,4762,34.5067365294,-117.31352955,36
CA,Carlsbad,0611194-06073017109,611194,6073017109,21.8,6650,33.0735205157,-117.232247215,44
CA,Santa Monica,0670000-06037702201,670000,6037702201,21.1,4483,34.0133520812,-118.472985236,51
CA,Los Angeles,0644000-06037134201,644000,6037134201,24.4,4270,34.213619873,-118.591180118,47
CA,Downey,0619766-06037551401,619766,6037551401,27.8,4290,33.9440174108,-118.156033937,60
CA,San Jose,0668000-06085503509,668000,6085503509,24.4,4040,37.3487216954,-121.801472031,28
CA,Los Angeles,0644000-06037127606,644000,6037127606,29.7,3164,34.1902662293,-118.477789078,45
CA,Moreno Valley,0649270-06065042507,649270,6065042507,31.8,5011,33.8819132673,-117.233844438,19
CA,Lake Forest,0639496-06059052428,639496,6059052428,18.4,6206,33.6803685613,-117.633309051,9
CA,Sacramento,0664000-06067007103,664000,6067007103,20.8,3850,38.6614447153,-121.518973342,61
CA,Fresno,0627000-06019004701,627000,6019004701,31.2,6682,36.7994996088,-119.836904738,33
CA,Los Angeles,0644000-06037206200,644000,6037206200,28.8,3386,34.0469940542,-118.24159781,95
CA,Oakland,0653000-06001403300,653000,6001403300,18.3,4054,37.7945364073,-122.266406945,92
CA,San Marcos,0668196-06073017110,668196,6073017110,20.9,4070,33.0924151876,-117.20070459,50
CA,Los Angeles,0644000-06037123410,644000,6037123410,28.8,4247,34.1979675283,-118.421631889,69
CA,Fullerton,0628000-06059001902,628000,6059001902,22.2,2967,33.8637798204,-117.954814848,70
CA,Antioch,0602252-06013306003,602252,6013306003,31.6,4881,38.005333162,-121.799441222,78
CA,Los Angeles,0644000-06037101122,644000,6037101122,20.9,3664,34.2677215381,-118.290147139,20
CA,Los Angeles,0644000-06037237500,644000,6037237500,35.6,2675,33.9783022942,-118.289309353,73
CA,Anaheim,0602000-06059110202,602000,6059110202,22.1,3886,33.8235014838,-118.013148379,62
CA,Moreno Valley,0649270-06065042510,649270,6065042510,35.0,5048,33.9100518913,-117.23930476,31
CA,Los Angeles,0644000-06037123901,644000,6037123901,29.0,4500,34.1854544753,-118.393800352,84
CA,Sacramento,0664000-06067004011,664000,6067004011,18.8,3086,38.4803954744,-121.527748098,21
CA,Richmond,0660620-06013360101,660620,6013360101,24.8,1802,37.9745692098,-122.280941687,21
CA,Riverside,0662000-06065042217,662000,6065042217,23.7,5461,33.9278415773,-117.322241279,10
CA,Los Angeles,0644000-06037109604,644000,6037109604,25.3,2975,34.2615445507,-118.465351801,74
CA,Long Beach,0643000-06037571900,643000,6037571900,22.8,5509,33.8319301894,-118.177453969,86
CA,Riverside,0662000-06065042300,662000,6065042300,31.1,1768,34.0115653154,-117.35426674,21
CA,Ontario,0653896-06071001600,653896,6071001600,35.9,6133,34.0577773475,-117.618013962,3
CA,Bakersfield,0603526-06029003811,603526,6029003811,25.8,612,35.3715296389,-119.123163302,14
CA,Santa Barbara,0669070-06083001102,669070,6083001102,28.2,4740,34.4161336737,-119.712907889,75
CA,Los Angeles,0644000-06037131300,644000,6037131300,26.8,4902,34.2146600692,-118.522963304,54
CA,Sacramento,0664000-06067007013,664000,6067007013,28.0,2779,38.6249040312,-121.491263271,51
CA,San Diego,0666000-06073005800,666000,6073005800,19.9,2725,32.7249027737,-117.170589824,97
CA,Lake Forest,0639496-06059052425,639496,6059052425,19.4,5865,33.6565672038,-117.6804454,12
CA,Fontana,0624680-06071002037,624680,6071002037,24.0,7739,34.1223871311,-117.501551707,42
CA,Salinas,0664224-06053000701,664224,6053000701,35.3,6439,36.6878098112,-121.609157205,60
CA,Fresno,0627000-06019005904,627000,6019005904,17.9,1359,36.7838931012,-119.659674523,2
CA,Tustin,0680854-06059075403,680854,6059075403,24.0,280,33.742890227,-117.835083555,57
CA,San Jose,0668000-06085506204,668000,6085506204,16.5,6064,37.3136591338,-121.986420458,61
CA,Long Beach,0643000-06037577200,643000,6037577200,20.6,5414,33.7627840727,-118.149000714,91
